run,file_name,file_type,full_path,size_kb
run02,trainlog_softmax_cnn_seed1.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/logs/trainlog_softmax_cnn_seed1.csv,1.36
run02,trainlog_arcface_cnn_seed0.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/logs/trainlog_arcface_cnn_seed0.csv,1.35
run02,trainlog_arcface_cnn_seed2.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/logs/trainlog_arcface_cnn_seed2.csv,1.35
run02,fig12_drift_eer_correlation_statistical.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_missing_q1_analysis/fig12_drift_eer_correlation_statistical.png,277.52
run02,fig11_worst_case_cross_emotion_eer.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_missing_q1_analysis/fig11_worst_case_cross_emotion_eer.png,175.66
run02,fig9_eer_distribution_cross_emotion.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_missing_q1_analysis/fig9_eer_distribution_cross_emotion.png,120.38
run02,fig13_subjectwise_drift_boxplot.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_missing_q1_analysis/fig13_subjectwise_drift_boxplot.png,75.01
run02,fig10_multiseed_eer_boxplot.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_missing_q1_analysis/fig10_multiseed_eer_boxplot.png,117.68
run02,fig_final_real_eer_vs_drift.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_real_values_fixed/fig_final_real_eer_vs_drift.png,267.05
run02,fig_real_eer_across_drift_groups.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_real_values_fixed/fig_real_eer_across_drift_groups.png,102.66
run02,fig_score_distribution_genuine_vs_impostor.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_real_values_fixed/fig_score_distribution_genuine_vs_impostor.png,82.19
run02,fig_threshold_error_tradeoff.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_real_values_fixed/fig_threshold_error_tradeoff.png,140.14
run02,threshold_tradeoff.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_fixed/threshold_tradeoff.png,110.88
run02,score_distribution.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_fixed/score_distribution.png,155.75
run02,eer_vs_drift_groups.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_fixed/eer_vs_drift_groups.png,66.93
run02,threshold_tradeoff.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/score_level_roc_det/threshold_tradeoff.png,110.88
run02,det_curve_score_level.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/score_level_roc_det/det_curve_score_level.png,90.7
run02,roc_curve_score_level.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/score_level_roc_det/roc_curve_score_level.png,116.18
run02,score_distribution_genuine_vs_impostor.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/score_level_roc_det/score_distribution_genuine_vs_impostor.png,155.75
run02,fig1_model_comparison_eer.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_visuals/fig1_model_comparison_eer.png,144.61
run02,final_visual_summary.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_visuals/final_visual_summary.csv,0.3
run02,fig2_cross_emotion_eer_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_visuals/fig2_cross_emotion_eer_heatmap.png,236.94
run02,fig5_phase_transition_piecewise_model.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_visuals/fig5_phase_transition_piecewise_model.png,289.16
run02,drift_group_ablation_summary.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_visuals/drift_group_ablation_summary.csv,0.11
run02,fig7_subject_level_drift_distribution.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_visuals/fig7_subject_level_drift_distribution.png,89.24
run02,fig3_cross_emotion_drift_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_visuals/fig3_cross_emotion_drift_heatmap.png,200.6
run02,fig8_auc_vs_eer_tradeoff.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_visuals/fig8_auc_vs_eer_tradeoff.png,208.91
run02,fig6_drift_group_ablation_eer.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_visuals/fig6_drift_group_ablation_eer.png,81.53
run02,fig4_eer_vs_drift_with_cdt_ci.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_02_q1_validation/figures/final_q1_visuals/fig4_eer_vs_drift_with_cdt_ci.png,314.52
run03,run03_manifest.json,.json,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/run03_manifest.json,1.36
run03,run03_adaptive_threshold_decisions.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/tables/run03_adaptive_threshold_decisions.csv,67450.64
run03,run03_subject_adaptive_thresholds.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/tables/run03_subject_adaptive_thresholds.csv,0.99
run03,run03_mahalanobis_score_level_genuine_impostor.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/tables/run03_mahalanobis_score_level_genuine_impostor.csv,38671.86
run03,run03_emotionwise_mahalanobis_results.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/tables/run03_emotionwise_mahalanobis_results.csv,0.36
run03,run03_improvement_summary.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/tables/run03_improvement_summary.csv,0.18
run03,run03_improvement_eer_comparison.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/figures/run03_improvement_eer_comparison.png,127.27
run03,run03_subject_adaptive_threshold_distribution.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/figures/run03_subject_adaptive_threshold_distribution.png,99.55
run03,run03_mahalanobis_roc.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/figures/run03_mahalanobis_roc.png,146.58
run03,run03_mahalanobis_score_distribution.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/figures/run03_mahalanobis_score_distribution.png,111.4
run03,run03_threshold_tradeoff.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/figures/run03_threshold_tradeoff.png,153.78
run03,run03_mahalanobis_det.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/figures/run03_mahalanobis_det.png,113.07
run03,run03_fixed_output.txt,.txt,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_03_q1_improvements_fixed/logs/run03_fixed_output.txt,2.3
run05,run05_manifest.json,.json,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/run05_manifest.json,1.11
run05,q1_biological_drift_validation_report.md,.md,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/q1_biological_drift_validation_report.md,2.89
run05,psd_drift_correlation_statistics.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/tables/psd_drift_correlation_statistics.csv,1.09
run05,merged_psd_identity_drift_validation.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/tables/merged_psd_identity_drift_validation.csv,58.55
run05,psd_bandpower_by_session_emotion.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/tables/psd_bandpower_by_session_emotion.csv,2.41
run05,psd_band_drift_cross_emotion.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/tables/psd_band_drift_cross_emotion.csv,10.0
run05,fig01_psd_bandpower_by_emotion.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/figures/fig01_psd_bandpower_by_emotion.png,131.88
run05,fig03_total_psd_drift_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/figures/fig03_total_psd_drift_heatmap.png,225.44
run05,fig06_psd_drift_vs_eer.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/figures/fig06_psd_drift_vs_eer.png,249.18
run05,fig02_beta_band_drift_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/figures/fig02_beta_band_drift_heatmap.png,244.75
run05,fig02_theta_band_drift_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/figures/fig02_theta_band_drift_heatmap.png,227.54
run05,fig02_gamma_band_drift_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/figures/fig02_gamma_band_drift_heatmap.png,241.63
run05,fig02_alpha_band_drift_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/figures/fig02_alpha_band_drift_heatmap.png,242.25
run05,fig04_psd_drift_band_boxplot.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/figures/fig04_psd_drift_band_boxplot.png,104.66
run05,fig07_band_specific_correlation_with_eer.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/figures/fig07_band_specific_correlation_with_eer.png,89.04
run05,run05_output_fixed.txt,.txt,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/logs/run05_output_fixed.txt,1.77
run05,run05_output.txt,.txt,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_05_q1_psd_biological_validation/logs/run05_output.txt,2.99
run06,run06_manifest.json,.json,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/run06_manifest.json,1.8
run06,regression_standardized_band_contributions.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/tables/regression_standardized_band_contributions.csv,2.87
run06,fdr_corrected_psd_identity_eer_correlations.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/tables/fdr_corrected_psd_identity_eer_correlations.csv,9.81
run06,merged_global_psd_identity_eer.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/tables/merged_global_psd_identity_eer.csv,63.48
run06,regression_model_psd_predicts_eer_identity_drift.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/tables/regression_model_psd_predicts_eer_identity_drift.csv,1.08
run06,spectral_embedding_pca_trajectory_coordinates.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/tables/spectral_embedding_pca_trajectory_coordinates.csv,1.33
run06,region_bandpower_by_session_emotion.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/tables/region_bandpower_by_session_emotion.csv,10.13
run06,region_psd_drift_cross_emotion.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/tables/region_psd_drift_cross_emotion.csv,51.7
run06,global_psd_drift_cross_emotion.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/tables/global_psd_drift_cross_emotion.csv,9.95
run06,merged_region_psd_identity_eer.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/tables/merged_region_psd_identity_eer.csv,329.38
run06,channel_bandpower_by_session_emotion.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/tables/channel_bandpower_by_session_emotion.csv,131.95
run06,fig02_global_gamma_drift_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig02_global_gamma_drift_heatmap.png,193.73
run06,fig04_regionwise_total_psd_drift.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig04_regionwise_total_psd_drift.png,142.31
run06,fig05_total_psd_drift_vs_eer.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig05_total_psd_drift_vs_eer.png,290.93
run06,fig03_global_total_psd_drift_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig03_global_total_psd_drift_heatmap.png,203.33
run06,fig02_global_theta_drift_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig02_global_theta_drift_heatmap.png,197.98
run06,fig01_regionwise_psd_bandpower.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig01_regionwise_psd_bandpower.png,151.08
run06,fig02_global_beta_drift_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig02_global_beta_drift_heatmap.png,184.66
run06,fig09_spectral_embedding_pca_trajectories.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig09_spectral_embedding_pca_trajectories.png,236.36
run06,fig08_regression_band_contributions_to_eer.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig08_regression_band_contributions_to_eer.png,94.38
run06,fig10_worst_cross_emotion_transitions_by_eer.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig10_worst_cross_emotion_transitions_by_eer.png,206.22
run06,fig07_region_band_correlation_with_eer.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig07_region_band_correlation_with_eer.png,131.98
run06,fig02_global_alpha_drift_heatmap.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/figures/fig02_global_alpha_drift_heatmap.png,201.22
run06,run06_q1_levelup_report.md,.md,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/report/run06_q1_levelup_report.md,9.82
run06,run06_output.txt,.txt,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_06_q1_levelup_biological_embedding_analysis/logs/run06_output.txt,2.1
run07,run07_manifest.json,.json,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_07_seedv_session_drift_subject_adaptation/run07_manifest.json,1.77
run07,subject_session_identity_drift.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_07_seedv_session_drift_subject_adaptation/tables/subject_session_identity_drift.csv,1.08
run07,session_drift_performance_summary.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_07_seedv_session_drift_subject_adaptation/tables/session_drift_performance_summary.csv,0.31
run07,subject_adaptation_results.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_07_seedv_session_drift_subject_adaptation/tables/subject_adaptation_results.csv,0.98
run07,adaptation_improvement_summary.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_07_seedv_session_drift_subject_adaptation/tables/adaptation_improvement_summary.csv,0.31
run07,session_verification_results.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_07_seedv_session_drift_subject_adaptation/tables/session_verification_results.csv,0.42
run07,score_level_session_verification_scores.csv,.csv,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_07_seedv_session_drift_subject_adaptation/tables/score_level_session_verification_scores.csv,28800.47
run07,fig07_session_score_distribution.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_07_seedv_session_drift_subject_adaptation/figures/fig07_session_score_distribution.png,104.3
run07,fig03_session_drift_vs_eer.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_07_seedv_session_drift_subject_adaptation/figures/fig03_session_drift_vs_eer.png,85.09
run07,fig06_score_level_session_roc.png,.png,/home/nvidia/24PHD1237/P4_SEEDV_COGNITIVE_BIOMETRIC/outputs/run_07_seedv_session_drift_subject_adaptation/figures/fig06_score_level_session_roc.png,205.09
